Header	Region	Host	Subtype	Country	HA_Segment_Id	New_Data	Clade	Clade_Group	Isolate_Name	CVV	Outbreak	Outliers	date
EPI527344|A/chicken/Bhutan/258/2012|H5N1|2012-02-14	South Asia	Domestic Birds	H5N1	Bhutan	EPI527344	NA	2.3.2.1a	2.3.2.1	A/chicken/Bhutan/258/2012	NA	NA	N	2012-02-14
EPI527346|A/chicken/Bhutan/349/2012|H5N1|2012-01-29	South Asia	Domestic Birds	H5N1	Bhutan	EPI527346	NA	2.3.2.1a	2.3.2.1	A/chicken/Bhutan/349/2012	NA	NA	N	2012-01-29
EPI527348|A/chicken/Bhutan/297/2012|H5N1|2012-02-11	South Asia	Domestic Birds	H5N1	Bhutan	EPI527348	NA	2.3.2.1a	2.3.2.1	A/chicken/Bhutan/297/2012	NA	NA	N	2012-02-11
EPI527350|A/chicken/Bhutan/330/2012|H5N1|2012-01-27	South Asia	Domestic Birds	H5N1	Bhutan	EPI527350	NA	2.3.2.1a	2.3.2.1	A/chicken/Bhutan/330/2012	NA	NA	N	2012-01-27
EPI527352|A/wild_bird/Bhutan/326/2012|H5N1|2012-01-27	South Asia	Wild Birds	H5N1	Bhutan	EPI527352	NA	2.3.2.1a	2.3.2.1	A/wild_bird/Bhutan/326/2012	NA	NA	N	2012-01-27
EPI527354|A/wild_bird/Bhutan/327/2012|H5N1|2012-01-27	South Asia	Wild Birds	H5N1	Bhutan	EPI527354	NA	2.3.2.1a	2.3.2.1	A/wild_bird/Bhutan/327/2012	NA	NA	N	2012-01-27
EPI527356|A/wild_bird/Bhutan/308/2012|H5N1|2012-02-29	South Asia	Wild Birds	H5N1	Bhutan	EPI527356	NA	2.3.2.1a	2.3.2.1	A/wild_bird/Bhutan/308/2012	NA	NA	N	2012-02-29
EPI527358|A/wild_bird/Bhutan/328/2012|H5N1|2012-01-27	South Asia	Wild Birds	H5N1	Bhutan	EPI527358	NA	2.3.2.1a	2.3.2.1	A/wild_bird/Bhutan/328/2012	NA	NA	N	2012-01-27
EPI527360|A/wild_bird/Bhutan/325/2012|H5N1|2012-01-27	South Asia	Wild Birds	H5N1	Bhutan	EPI527360	NA	2.3.2.1a	2.3.2.1	A/wild_bird/Bhutan/325/2012	NA	NA	N	2012-01-27
EPI527362|A/wild_bird/Bhutan/356/2012|H5N1|2012-01-30	South Asia	Wild Birds	H5N1	Bhutan	EPI527362	NA	2.3.2.1a	2.3.2.1	A/wild_bird/Bhutan/356/2012	NA	NA	N	2012-01-30
EPI527364|A/wild_bird/Bhutan/329/2012|H5N1|2012-01-27	South Asia	Wild Birds	H5N1	Bhutan	EPI527364	NA	2.3.2.1a	2.3.2.1	A/wild_bird/Bhutan/329/2012	NA	NA	N	2012-01-27
EPI527366|A/chicken/Bhutan/505/2012|H5N1|2012-01-23	South Asia	Domestic Birds	H5N1	Bhutan	EPI527366	NA	2.3.2.1a	2.3.2.1	A/chicken/Bhutan/505/2012	NA	NA	N	2012-01-23
EPI527368|A/chicken/Bhutan/265/2012|H5N1|2012-02-14	South Asia	Domestic Birds	H5N1	Bhutan	EPI527368	NA	2.3.2.1a	2.3.2.1	A/chicken/Bhutan/265/2012	NA	NA	N	2012-02-14
EPI527370|A/chicken/Bhutan/1028/2012|H5N1|2012-03-18	South Asia	Domestic Birds	H5N1	Bhutan	EPI527370	NA	2.3.2.1a	2.3.2.1	A/chicken/Bhutan/1028/2012	NA	NA	N	2012-03-18
EPI527372|A/chicken/Bhutan/259/2012|H5N1|2012-02-14	South Asia	Domestic Birds	H5N1	Bhutan	EPI527372	NA	2.3.2.1a	2.3.2.1	A/chicken/Bhutan/259/2012	NA	NA	N	2012-02-14
EPI527374|A/chicken/Bhutan/414/2012|H5N1|2012-02-18	South Asia	Domestic Birds	H5N1	Bhutan	EPI527374	NA	2.3.2.1a	2.3.2.1	A/chicken/Bhutan/414/2012	NA	NA	N	2012-02-18
EPI527376|A/chicken/Bhutan/418/2012|H5N1|2012-02-18	South Asia	Domestic Birds	H5N1	Bhutan	EPI527376	NA	2.3.2.1a	2.3.2.1	A/chicken/Bhutan/418/2012	NA	NA	N	2012-02-18
EPI527378|A/chicken/Bhutan/257/2012|H5N1|2012-02-14	South Asia	Domestic Birds	H5N1	Bhutan	EPI527378	NA	2.3.2.1a	2.3.2.1	A/chicken/Bhutan/257/2012	NA	NA	N	2012-02-14
EPI530054|A/duck/Jiangxi/95/2014|H5N6|2014-01-10	China	Domestic Birds	H5N6	China	EPI530054	NA	2.3.4.4d	2.3.4.4x	A/duck/Jiangxi/95/2014	NA	NA	N	2014-01-10
EPI530985|A/duck/Zhejiang/W24/2013|H5N8|2013-11-14	China	Domestic Birds	H5N8	China	EPI530985	NA	2.3.4.4b	2.3.4.4b	A/duck/Zhejiang/W24/2013	NA	NA	N	2013-11-14
EPI530986|A/duck/Zhejiang/6D18/2013|H5N8|2013-12-14	China	Domestic Birds	H5N8	China	EPI530986	NA	2.3.4.4b	2.3.4.4b	A/duck/Zhejiang/6D18/2013	NA	NA	N	2013-12-14
EPI531266|A/Cambodia/X0628313/2013|H5N1|2013-06-28	Southeast Asia	Human	H5N1	Cambodia	EPI531266	NA	1.1.2	Minor	A/Cambodia/X0628313/2013	NA	NA	N	2013-06-28
EPI531274|A/Cambodia/X0808305/2013|H5N1|2013-07-08	Southeast Asia	Human	H5N1	Cambodia	EPI531274	NA	1.1.2	Minor	A/Cambodia/X0808305/2013	NA	NA	N	2013-07-08
EPI531282|A/chicken/Cambodia/X0815301/2013|H5N1|2013-08-13	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI531282	NA	1.1.2	Minor	A/chicken/Cambodia/X0815301/2013	NA	NA	N	2013-08-13
EPI531287|A/chicken/Cambodia/X0815302/2013|H5N1|2013-08-13	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI531287	NA	1.1.2	Minor	A/chicken/Cambodia/X0815302/2013	NA	NA	N	2013-08-13
EPI531289|A/chicken/Cambodia/X0815303/2013|H5N1|2013-08-13	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI531289	NA	1.1.2	Minor	A/chicken/Cambodia/X0815303/2013	NA	NA	N	2013-08-13
EPI531294|A/Cambodia/X0817302/2013|H5N1|2013-08-16	Southeast Asia	Human	H5N1	Cambodia	EPI531294	NA	1.1.2	Minor	A/Cambodia/X0817302/2013	NA	NA	N	2013-08-16
EPI531302|A/Cambodia/X0828324/2013|H5N1|2013-02-28	Southeast Asia	Human	H5N1	Cambodia	EPI531302	NA	1.1.2	Minor	A/Cambodia/X0828324/2013	NA	NA	N	2013-02-28
EPI531316|A/Cambodia/X0913301/2013|H5N1|2013-09-13	Southeast Asia	Human	H5N1	Cambodia	EPI531316	NA	1.1.2	Minor	A/Cambodia/X0913301/2013	NA	NA	N	2013-09-13
EPI531324|A/Cambodia/X0916322/2013|H5N1|2013-09-16	Southeast Asia	Human	H5N1	Cambodia	EPI531324	NA	1.1.2	Minor	A/Cambodia/X0916322/2013	NA	NA	N	2013-09-16
EPI531332|A/Cambodia/X1024307/2013|H5N1|2013-10-22	Southeast Asia	Human	H5N1	Cambodia	EPI531332	NA	1.1.2	Minor	A/Cambodia/X1024307/2013	NA	NA	N	2013-10-22
EPI531373|A/hill_myna/Heilongjiang/0704/2012|H5N1|2012-07-04	China	Wild Birds	H5N1	China	EPI531373	NA	2.3.2.1c	2.3.2.1	A/hill_myna/Heilongjiang/0704/2012	NA	NA	N	2012-07-04
EPI531959|A/Indonesia/NIHRD14122/2014|H5N1|2014-04-19	Southeast Asia	Human	H5N1	Indonesia	EPI531959	NA	2.1.3.2a	Minor	A/Indonesia/NIHRD14122/2014	NA	NA	N	2014-04-19
EPI533583|A/Sichuan/26221/2014|H5N6|2014-04-21	China	Human	H5N6	China	EPI533583	NA	2.3.4.4a	Minor	A/Sichuan/26221/2014	CVV	NA	N	2014-04-21
EPI537617|A/Egypt/N01753/2014|H5N1|2014-03-06	Africa	Human	H5N1	Egypt	EPI537617	NA	2.2.1.2	2.2	A/Egypt/N01753/2014	NA	NA	N	2014-03-06
EPI537618|A/Egypt/N01754/2014|H5N1|2014-03-07	Africa	Human	H5N1	Egypt	EPI537618	NA	2.2.1.2	2.2	A/Egypt/N01754/2014	NA	NA	N	2014-03-07
EPI537654|A/Cambodia/X0121311/2013|H5N1|2013-01-22	Southeast Asia	Human	H5N1	Cambodia	EPI537654	NA	1.1.2	Minor	A/Cambodia/X0121311/2013	NA	NA	N	2013-01-22
EPI537655|A/Cambodia/X0128304/2013|H5N1|2013-01-27	Southeast Asia	Human	H5N1	Cambodia	EPI537655	NA	1.1.2	Minor	A/Cambodia/X0128304/2013	NA	NA	N	2013-01-27
EPI537657|A/Cambodia/X1107305/2013|H5N1|2013-11-07	Southeast Asia	Human	H5N1	Cambodia	EPI537657	NA	1.1.2	Minor	A/Cambodia/X1107305/2013	NA	NA	N	2013-11-07
EPI537675|A/Cambodia/X1108306/2013|H5N1|2013-11-08	Southeast Asia	Human	H5N1	Cambodia	EPI537675	NA	1.1.2	Minor	A/Cambodia/X1108306/2013	NA	NA	N	2013-11-08
EPI539360|A/Viet_Nam/CM32/2011|H5N1|2011-10-19	Southeast Asia	Human	H5N1	Vietnam	EPI539360	NA	2.3.2.1a	2.3.2.1	A/Viet_Nam/CM32/2011	NA	NA	N	2011-10-19
EPI542617|A/duck/Beijing/FS01/2013|H5N8|2013-11-10	China	Domestic Birds	H5N8	China	EPI542617	NA	2.3.4.4c	2.3.4.4x	A/duck/Beijing/FS01/2013	NA	NA	N	2013-11-10
EPI542628|A/mallard/Korea/W452/2014|H5N8|2014-02-05	Japan Korea	Wild Birds	H5N8	South Korea	EPI542628	NA	2.3.4.4c	2.3.4.4x	A/mallard/Korea/W452/2014	NA	NA	N	2014-02-05
EPI542804|A/Cambodia/X0123311/2013|H5N1|2013-01-09	Southeast Asia	Human	H5N1	Cambodia	EPI542804	NA	1.1.2	Minor	A/Cambodia/X0123311/2013	NA	NA	N	2013-01-09
EPI542812|A/Cambodia/X0123312/2013|H5N1|2013-01-23	Southeast Asia	Human	H5N1	Cambodia	EPI542812	NA	1.1.2	Minor	A/Cambodia/X0123312/2013	NA	NA	N	2013-01-23
EPI542820|A/Cambodia/X0207301/2013|H5N1|2013-02-06	Southeast Asia	Human	H5N1	Cambodia	EPI542820	NA	1.1.2	Minor	A/Cambodia/X0207301/2013	NA	NA	N	2013-02-06
EPI542828|A/Cambodia/X0212301/2013|H5N1|2013-02-11	Southeast Asia	Human	H5N1	Cambodia	EPI542828	NA	1.1.2	Minor	A/Cambodia/X0212301/2013	NA	NA	N	2013-02-11
EPI542836|A/Cambodia/X0219301/2013|H5N1|2013-02-18	Southeast Asia	Human	H5N1	Cambodia	EPI542836	NA	1.1.2	Minor	A/Cambodia/X0219301/2013	NA	NA	N	2013-02-18
EPI542841|A/Cambodia/X0215301/2013|H5N1|2013-02-13	Southeast Asia	Human	H5N1	Cambodia	EPI542841	NA	1.1.2	Minor	A/Cambodia/X0215301/2013	NA	NA	N	2013-02-13
EPI542843|A/duck/Cambodia/11W2M1/2013|H5N1|2013-01-11	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI542843	NA	1.1.2	Minor	A/duck/Cambodia/11W2M1/2013	NA	NA	N	2013-01-11
EPI542845|A/duck/Cambodia/33W2M3/2013|H5N1|2013-01-10	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI542845	NA	1.1.2	Minor	A/duck/Cambodia/33W2M3/2013	NA	NA	N	2013-01-10
EPI542847|A/duck/Cambodia/59W3M1/2013|H5N1|2013-01-17	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI542847	NA	1.1.2	Minor	A/duck/Cambodia/59W3M1/2013	NA	NA	N	2013-01-17
EPI542850|A/duck/Cambodia/143W4M4/2013|H5N1|2013-01-23	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI542850	NA	1.1.2	Minor	A/duck/Cambodia/143W4M4/2013	NA	NA	N	2013-01-23
EPI542858|A/duck/Cambodia/191W5M4/2013|H5N1|2013-01-29	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI542858	NA	1.1.2	Minor	A/duck/Cambodia/191W5M4/2013	NA	NA	N	2013-01-29
EPI542865|A/duck/Cambodia/250W7M1/2013|H5N1|2013-02-11	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI542865	NA	1.1.2	Minor	A/duck/Cambodia/250W7M1/2013	NA	NA	N	2013-02-11
EPI542873|A/chicken/Cambodia/X0124310/2013|H5N1|2013-01-23	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI542873	NA	1.1.2	Minor	A/chicken/Cambodia/X0124310/2013	NA	NA	N	2013-01-23
EPI542878|A/duck/Cambodia/X0124311/2013|H5N1|2013-01-23	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI542878	NA	1.1.2	Minor	A/duck/Cambodia/X0124311/2013	NA	NA	N	2013-01-23
EPI542880|A/chicken/Cambodia/X0218303/2013|H5N1|2013-02-15	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI542880	NA	1.1.2	Minor	A/chicken/Cambodia/X0218303/2013	NA	NA	N	2013-02-15
EPI542882|A/chicken/Cambodia/X0218304/2013|H5N1|2013-02-15	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI542882	NA	1.1.2	Minor	A/chicken/Cambodia/X0218304/2013	NA	NA	N	2013-02-15
EPI542884|A/duck/Cambodia/X0220302/2013|H5N1|2013-02-18	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI542884	NA	1.1.2	Minor	A/duck/Cambodia/X0220302/2013	NA	NA	N	2013-02-18
EPI542906|A/chicken/Cambodia/X0305302/2013|H5N1|2013-02-20	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI542906	NA	1.1.2	Minor	A/chicken/Cambodia/X0305302/2013	NA	NA	N	2013-02-20
EPI542914|A/Cambodia/W0329318/2012|H5N1|2012-03-29	Southeast Asia	Human	H5N1	Cambodia	EPI542914	NA	1.1.2	Minor	A/Cambodia/W0329318/2012	NA	NA	N	2012-03-29
EPI542922|A/Cambodia/W0526301/2012|H5N1|2012-05-25	Southeast Asia	Human	H5N1	Cambodia	EPI542922	NA	1.1.2	Minor	A/Cambodia/W0526301/2012	NA	NA	N	2012-05-25
EPI542930|A/chicken/Cambodia/W0530389/2012|H5N1|2012-05-28	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI542930	NA	1.1.2	Minor	A/chicken/Cambodia/W0530389/2012	NA	NA	N	2012-05-28
EPI542935|A/chicken/Cambodia/W0530390/2012|H5N1|2012-05-28	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI542935	NA	1.1.2	Minor	A/chicken/Cambodia/W0530390/2012	NA	NA	N	2012-05-28
EPI542937|A/chicken/Cambodia/W0530391/2012|H5N1|2012-05-28	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI542937	NA	1.1.2	Minor	A/chicken/Cambodia/W0530391/2012	NA	NA	N	2012-05-28
EPI542939|A/duck/Cambodia/W0530392/2012|H5N1|2012-05-28	Southeast Asia	Domestic Birds	H5N1	Cambodia	EPI542939	NA	1.1.2	Minor	A/duck/Cambodia/W0530392/2012	NA	NA	N	2012-05-28
EPI542964|A/Cambodia/X0502302/2013|H5N1|2013-01-30	Southeast Asia	Human	H5N1	Cambodia	EPI542964	NA	1.1.2	Minor	A/Cambodia/X0502302/2013	NA	NA	N	2013-01-30
EPI543002|A/duck/Beijing/FS01/2014|H5N8|2014-01-20	China	Domestic Birds	H5N8	China	EPI543002	NA	2.3.4.4c	2.3.4.4x	A/duck/Beijing/FS01/2014	NA	NA	N	2014-01-20
EPI543010|A/duck/Beijing/CT01/2014|H5N8|2014-01-22	China	Domestic Birds	H5N8	China	EPI543010	NA	2.3.4.4c	2.3.4.4x	A/duck/Beijing/CT01/2014	NA	NA	N	2014-01-22
EPI544756|A/turkey/Germany-MV/R2472/2014|H5N8|2014-11-04	Europe	Domestic Birds	H5N8	Germany	EPI544756	NA	2.3.4.4c	2.3.4.4x	A/turkey/Germany-MV/R2472/2014	NA	NA	N	2014-11-04
EPI544892|A/duck/Shandong/Q1/2013|H5N8|2013-04-25	China	Domestic Birds	H5N8	China	EPI544892	NA	2.3.4.4b	2.3.4.4b	A/duck/Shandong/Q1/2013	NA	NA	N	2013-04-25
EPI545426|A/duck/Khanhhoa/CVVI-01/2013|H5N1|2013-01-02	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545426	NA	2.3.2.1c	2.3.2.1	A/duck/Khanhhoa/CVVI-01/2013	NA	NA	N	2013-01-02
EPI545427|A/chicken/Khanhhoa/CVVI-02/2013|H5N1|2013-01-02	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545427	NA	2.3.2.1c	2.3.2.1	A/chicken/Khanhhoa/CVVI-02/2013	NA	NA	N	2013-01-02
EPI545428|A/duck/Khanhhoa/CVVI-03/2013|H5N1|2013-01-05	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545428	NA	2.3.2.1c	2.3.2.1	A/duck/Khanhhoa/CVVI-03/2013	NA	NA	N	2013-01-05
EPI545429|A/duck/Khanhhoa/CVVI-04/2013|H5N1|2013-01-05	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545429	NA	2.3.2.1c	2.3.2.1	A/duck/Khanhhoa/CVVI-04/2013	NA	NA	N	2013-01-05
EPI545430|A/duck/Khanhhoa/CVVI-05/2013|H5N1|2013-01-07	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545430	NA	2.3.2.1c	2.3.2.1	A/duck/Khanhhoa/CVVI-05/2013	NA	NA	N	2013-01-07
EPI545431|A/duck/Khanhhoa/CVVI-06/2013|H5N1|2013-01-10	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545431	NA	2.3.2.1c	2.3.2.1	A/duck/Khanhhoa/CVVI-06/2013	NA	NA	N	2013-01-10
EPI545432|A/duck/Khanhhoa/CVVI-07/2013|H5N1|2013-01-14	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545432	NA	2.3.2.1c	2.3.2.1	A/duck/Khanhhoa/CVVI-07/2013	NA	NA	N	2013-01-14
EPI545433|A/duck/Khanhhoa/CVVI-08/2013|H5N1|2013-01-15	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545433	NA	2.3.2.1c	2.3.2.1	A/duck/Khanhhoa/CVVI-08/2013	NA	NA	N	2013-01-15
EPI545434|A/chicken/Khanhhoa/CVVI-09/2013|H5N1|2013-01-15	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545434	NA	2.3.2.1c	2.3.2.1	A/chicken/Khanhhoa/CVVI-09/2013	NA	NA	N	2013-01-15
EPI545435|A/duck/Khanhhoa/CVVI-10/2013|H5N1|2013-01-18	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545435	NA	2.3.2.1c	2.3.2.1	A/duck/Khanhhoa/CVVI-10/2013	NA	NA	N	2013-01-18
EPI545436|A/chicken/Khanhhoa/CVVI-11/2013|H5N1|2013-02-05	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545436	NA	2.3.2.1c	2.3.2.1	A/chicken/Khanhhoa/CVVI-11/2013	NA	NA	N	2013-02-05
EPI545437|A/chicken/Khanhhoa/CVVI-12/2013|H5N1|2013-02-18	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545437	NA	2.3.2.1c	2.3.2.1	A/chicken/Khanhhoa/CVVI-12/2013	NA	NA	N	2013-02-18
EPI545438|A/chicken/Khanhhoa/CVVI-13/2013|H5N1|2013-02-19	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545438	NA	2.3.2.1c	2.3.2.1	A/chicken/Khanhhoa/CVVI-13/2013	NA	NA	N	2013-02-19
EPI545439|A/duck/Khanhhoa/CVVI-14/2013|H5N1|2013-02-20	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545439	NA	2.3.2.1c	2.3.2.1	A/duck/Khanhhoa/CVVI-14/2013	NA	NA	N	2013-02-20
EPI545440|A/duck/Khanhhoa/CVVI-15/2013|H5N1|2013-03-01	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545440	NA	2.3.2.1c	2.3.2.1	A/duck/Khanhhoa/CVVI-15/2013	NA	NA	N	2013-03-01
EPI545441|A/duck/Khanhhoa/CVVI-16/2013|H5N1|2013-03-04	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545441	NA	2.3.2.1c	2.3.2.1	A/duck/Khanhhoa/CVVI-16/2013	NA	NA	N	2013-03-04
EPI545442|A/duck/Khanhhoa/CVVI-17/2013|H5N1|2013-03-04	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545442	NA	2.3.2.1c	2.3.2.1	A/duck/Khanhhoa/CVVI-17/2013	NA	NA	N	2013-03-04
EPI545443|A/chicken/Khanhhoa/CVVI-18/2013|H5N1|2013-03-06	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545443	NA	2.3.2.1a	2.3.2.1	A/chicken/Khanhhoa/CVVI-18/2013	NA	NA	N	2013-03-06
EPI545444|A/duck/Khanhhoa/CVVI-19/2013|H5N1|2013-03-07	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545444	NA	2.3.2.1c	2.3.2.1	A/duck/Khanhhoa/CVVI-19/2013	NA	NA	N	2013-03-07
EPI545445|A/duck/Khanhhoa/CVVI-20/2013|H5N1|2013-03-14	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545445	NA	2.3.2.1c	2.3.2.1	A/duck/Khanhhoa/CVVI-20/2013	NA	NA	N	2013-03-14
EPI545446|A/duck/Khanhhoa/CVVI-21/2013|H5N1|2013-03-20	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545446	NA	2.3.2.1c	2.3.2.1	A/duck/Khanhhoa/CVVI-21/2013	NA	NA	N	2013-03-20
EPI545447|A/duck/Khanhhoa/CVVI-22/2013|H5N1|2013-03-22	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545447	NA	2.3.2.1c	2.3.2.1	A/duck/Khanhhoa/CVVI-22/2013	NA	NA	N	2013-03-22
EPI545448|A/duck/Khanhhoa/CVVI-23/2013|H5N1|2013-03-30	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545448	NA	2.3.2.1c	2.3.2.1	A/duck/Khanhhoa/CVVI-23/2013	NA	NA	N	2013-03-30
EPI545449|A/duck/Khanhhoa/CVVI-24/2013|H5N1|2013-04-01	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545449	NA	1.1.2	Minor	A/duck/Khanhhoa/CVVI-24/2013	NA	NA	N	2013-04-01
EPI545450|A/duck/Khanhhoa/CVVI-25/2014|H5N1|2014-02-03	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545450	NA	2.3.2.1c	2.3.2.1	A/duck/Khanhhoa/CVVI-25/2014	NA	NA	N	2014-02-03
EPI545451|A/duck/Khanhhoa/CVVI-26/2014|H5N1|2014-02-03	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545451	NA	2.3.2.1c	2.3.2.1	A/duck/Khanhhoa/CVVI-26/2014	NA	NA	N	2014-02-03
EPI545452|A/chicken/Khanhhoa/CVVI-27/2014|H5N1|2014-02-04	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545452	NA	2.3.2.1c	2.3.2.1	A/chicken/Khanhhoa/CVVI-27/2014	NA	NA	N	2014-02-04
EPI545453|A/chicken/Khanhhoa/CVVI-28/2014|H5N1|2014-02-05	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545453	NA	2.3.2.1c	2.3.2.1	A/chicken/Khanhhoa/CVVI-28/2014	NA	NA	N	2014-02-05
EPI545454|A/duck/Khanhhoa/CVVI-29/2014|H5N1|2014-02-05	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545454	NA	2.3.2.1c	2.3.2.1	A/duck/Khanhhoa/CVVI-29/2014	NA	NA	N	2014-02-05
EPI545455|A/duck/Khanhhoa/CVVI-30/2014|H5N1|2014-02-06	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545455	NA	2.3.2.1c	2.3.2.1	A/duck/Khanhhoa/CVVI-30/2014	NA	NA	N	2014-02-06
EPI545456|A/chicken/Khanhhoa/CVVI-31/2014|H5N1|2014-02-07	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545456	NA	2.3.2.1c	2.3.2.1	A/chicken/Khanhhoa/CVVI-31/2014	NA	NA	N	2014-02-07
EPI545457|A/duck/Khanhhoa/CVVI-32/2014|H5N1|2014-02-08	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545457	NA	2.3.2.1c	2.3.2.1	A/duck/Khanhhoa/CVVI-32/2014	NA	NA	N	2014-02-08
EPI545458|A/duck/Khanhhoa/CVVI-33/2014|H5N1|2014-02-10	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545458	NA	2.3.2.1c	2.3.2.1	A/duck/Khanhhoa/CVVI-33/2014	NA	NA	N	2014-02-10
EPI545459|A/duck/Khanhhoa/CVVI-34/2014|H5N1|2014-02-10	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545459	NA	2.3.2.1c	2.3.2.1	A/duck/Khanhhoa/CVVI-34/2014	NA	NA	N	2014-02-10
EPI545460|A/duck/Khanhhoa/CVVI-35/2014|H5N1|2014-02-11	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545460	NA	2.3.2.1c	2.3.2.1	A/duck/Khanhhoa/CVVI-35/2014	NA	NA	N	2014-02-11
EPI545461|A/duck/Khanhhoa/CVVI-36/2014|H5N1|2014-02-14	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545461	NA	2.3.2.1c	2.3.2.1	A/duck/Khanhhoa/CVVI-36/2014	NA	NA	N	2014-02-14
EPI545462|A/duck/Khanhhoa/CVVI-37/2014|H5N1|2014-02-16	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545462	NA	2.3.2.1c	2.3.2.1	A/duck/Khanhhoa/CVVI-37/2014	NA	NA	N	2014-02-16
EPI545463|A/duck/Khanhhoa/CVVI-38/2014|H5N1|2014-02-16	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545463	NA	2.3.2.1c	2.3.2.1	A/duck/Khanhhoa/CVVI-38/2014	NA	NA	N	2014-02-16
EPI545464|A/chicken/Khanhhoa/CVVI-39/2014|H5N1|2014-02-16	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545464	NA	2.3.2.1c	2.3.2.1	A/chicken/Khanhhoa/CVVI-39/2014	NA	NA	N	2014-02-16
EPI545465|A/chicken/Khanhhoa/CVVI-40/2014|H5N1|2014-02-18	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545465	NA	2.3.2.1c	2.3.2.1	A/chicken/Khanhhoa/CVVI-40/2014	NA	NA	N	2014-02-18
EPI545466|A/chicken/Khanhhoa/CVVI-41/2014|H5N1|2014-02-19	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545466	NA	2.3.2.1c	2.3.2.1	A/chicken/Khanhhoa/CVVI-41/2014	NA	NA	N	2014-02-19
EPI545467|A/chicken/Khanhhoa/CVVI-42/2014|H5N1|2014-02-21	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545467	NA	2.3.2.1c	2.3.2.1	A/chicken/Khanhhoa/CVVI-42/2014	NA	NA	N	2014-02-21
EPI545468|A/chicken/Khanhhoa/CVVI-43/2014|H5N1|2014-02-21	Southeast Asia	Domestic Birds	H5N1	Vietnam	EPI545468	NA	2.3.2.1c	2.3.2.1	A/chicken/Khanhhoa/CVVI-43/2014	NA	NA	N	2014-02-21
